Student_ID,Faculty_ID,Term_ID,Status,StartDate,EndDate
260580315,AR,1,Accepted,2016-08-28,2016-12-31
260580315,AR,2,Accepted,2017-01-01,2017-04-29
260580401,AR,1,Accepted,2016-08-28,2016-12-31
260580401,AR,2,Accepted,2017-01-01,2017-04-29
260580401,AR,3,Accepted,2017-04-30,2017-09-02
260580444,AR,2,Accepted,2017-01-01,2017-04-29
260580527,SC,1,Accepted,2016-08-28,2016-12-31
260580527,SC,2,Accepted,2017-01-01,2017-04-29
260580618,AR,1,Accepted,2016-08-28,2016-12-31
260580618,AR,2,Accepted,2017-01-01,2017-04-29
260580618,AR,3,Accepted,2017-04-30,2017-09-02
260580645,XX,1,Refused,,
260580645,XX,2,Refused,,
260580645,XX,3,Refused,,
260580660,GR,1,Accepted,2016-08-28,2016-12-31
260580660,GR,2,Accepted,2017-01-01,2017-04-29
260580660,GR,3,Accepted,2017-04-30,2017-09-02
260580694,SC,1,Accepted,2016-08-28,2016-12-31
260580694,SC,2,Accepted,2017-01-01,2017-04-29
260580896,AR,1,Accepted,2016-08-28,2016-12-31
260580896,AR,2,Accepted,2017-01-01,2017-04-29
260580896,AR,3,Accepted,2017-04-30,2017-09-02
260580944,AR,1,Accepted,2016-08-28,2016-12-31
260580944,AR,2,Accepted,2017-01-01,2017-04-29
260580944,AR,3,Accepted,2017-04-30,2017-09-02
260581292,SC,1,Accepted,2016-08-28,2016-12-31
260581292,SC,2,Accepted,2017-01-01,2017-04-29
260581313,SC,1,Accepted,2016-08-28,2016-12-31
260581313,SC,2,Accepted,2017-01-01,2017-04-29
260581366,AR,1,Accepted,2016-08-28,2016-12-31
260581366,AR,2,Accepted,2017-01-01,2017-04-29
260581375,EN,1,Accepted,2016-08-28,2016-12-31
260581375,EN,2,Accepted,2017-01-01,2017-04-29
260581456,SC,1,Accepted,2016-08-28,2016-12-31
260581456,SC,2,Accepted,2017-01-01,2017-04-29
260581456,SC,3,Accepted,2017-04-30,2017-09-02
260581599,XX,1,Refused,,
260581599,XX,2,Refused,,
260581599,XX,3,Refused,,
260581625,SC,1,Accepted,2016-08-15,2016-12-31
260581625,SC,2,Accepted,2017-01-01,2017-04-29
260581795,MU,1,Accepted,2016-08-15,2016-12-31
260581795,MU,2,Accepted,2017-01-01,2017-04-29
260582099,EN,1,Accepted,2016-08-28,2016-12-31
260582099,EN,2,Accepted,2017-01-01,2017-04-29
260582099,EN,3,Accepted,2017-04-30,2017-09-02
260582449,SC,1,Accepted,2016-08-28,2016-12-31
260582449,SC,2,Accepted,2017-01-01,2017-04-29
260582449,SC,3,Accepted,2017-04-30,2017-09-02
260582599,AR,1,Accepted,2016-08-28,2016-12-31
260582599,AR,2,Accepted,2017-01-01,2017-04-29
260582851,SC,1,Accepted,2016-08-28,2016-12-31
260582851,SC,2,Accepted,2017-01-01,2017-04-29
260582970,SC,1,Accepted,2016-08-28,2016-12-31
260582970,SC,2,Accepted,2017-01-01,2017-04-29
260582970,SC,3,Accepted,2017-04-30,2017-09-02
260583153,MU,1,Accepted,2016-08-28,2016-12-31
260583153,MU,2,Accepted,2017-01-01,2017-04-29
260583250,AR,1,Accepted,2016-10-02,2016-12-31
260583430,SC,1,Accepted,2016-08-15,2016-12-31
260583430,SC,2,Accepted,2017-01-01,2017-04-29
260583430,SC,3,Accepted,2017-04-30,2017-09-02
260583563,SC,1,Accepted,2016-08-28,2016-12-31
260583563,SC,2,Accepted,2017-01-01,2017-04-29
260583951,ED,1,Accepted,2016-08-15,2016-12-31
260583951,ED,2,Accepted,2017-01-01,2017-04-29
260583974,GR,1,Accepted,2016-10-02,2016-12-31
260584455,AR,1,Accepted,2016-08-15,2016-12-31
260584514,GR,1,Accepted,2016-08-28,2016-12-31
260584514,GR,2,Accepted,2017-01-01,2017-04-29
260584514,GR,3,Accepted,2017-04-30,2017-09-02
260584589,AR,1,Accepted,2016-08-15,2016-12-31
260584589,AR,2,Accepted,2017-01-01,2017-04-29
260584646,EN,1,Accepted,2016-08-28,2016-12-31
260584646,EN,2,Accepted,2017-01-01,2017-04-29
260584781,GR,1,Accepted,2016-08-28,2016-12-31
260584781,GR,2,Accepted,2017-01-01,2017-04-29
260584781,GR,3,Accepted,2017-04-30,2017-09-02
260584910,ED,1,Accepted,2016-10-02,2016-12-31
260584910,ED,2,Accepted,2017-01-01,2017-04-29
260585055,XX,1,Refused,,
260585055,XX,2,Refused,,
260585055,XX,3,Refused,,
260585171,AR,1,Accepted,2016-08-28,2016-12-31
260585192,AR,1,Accepted,2016-08-28,2016-12-31
260585192,AR,2,Accepted,2017-01-01,2017-04-29
260585207,AR,2,Accepted,2017-01-01,2017-04-29
260585240,EN,1,Accepted,2016-08-28,2016-12-31
260585240,EN,2,Accepted,2017-01-01,2017-04-29
260585240,EN,3,Accepted,2017-04-30,2017-09-02
260585418,GR,1,Accepted,2016-10-02,2016-12-31
260585590,AR,1,Accepted,2016-08-28,2016-12-31
260585590,AR,2,Accepted,2017-01-01,2017-04-29
260585590,XX,3,Accepted,2017-04-30,2017-09-02
260585769,EN,1,Accepted,2016-08-28,2016-12-31
260585769,EN,2,Accepted,2017-01-01,2017-04-29
260585851,AR,1,Accepted,2016-10-02,2016-12-31
260585851,AR,2,Accepted,2017-01-01,2017-04-29
260585962,AR,2,Accepted,2017-01-01,2017-04-29
260585962,AR,3,Accepted,2017-04-30,2017-09-02
260586039,SC,1,Accepted,2016-08-28,2016-12-31
260586039,SC,2,Accepted,2017-01-01,2017-04-29
260586111,GR,1,Accepted,2016-08-28,2016-12-31
260586111,GR,2,Accepted,2017-01-01,2017-04-29
260586111,GR,3,Accepted,2017-04-30,2017-09-02
260586590,AG,1,Accepted,2016-08-28,2016-12-31
260586590,AG,2,Accepted,2017-01-01,2017-04-29
260586590,AG,3,Accepted,2017-04-30,2017-09-02
260586688,EN,1,Accepted,2016-08-28,2016-12-31
260586892,SC,1,Accepted,2016-08-15,2016-12-31
260587126,PO,1,Accepted,2016-08-28,2016-12-31
260587126,PO,2,Accepted,2017-01-01,2017-04-29
260587126,PO,3,Accepted,2017-04-30,2017-09-02
260587231,NU,1,Accepted,2016-08-28,2016-12-31
260587231,NU,2,Accepted,2017-01-01,2017-04-29
260587231,NU,3,Accepted,2017-04-30,2017-09-02
260587300,AR,1,Accepted,2016-08-28,2016-12-31
260587300,AR,2,Accepted,2017-01-01,2017-04-29
260587366,ED,1,Accepted,2016-08-15,2016-12-31
260587366,ED,2,Accepted,2017-01-01,2017-04-29
260587398,AR,1,Accepted,2016-08-28,2016-12-31
260587406,NU,1,Accepted,2016-08-28,2016-12-31
260587406,NU,2,Accepted,2017-01-01,2017-04-29
260587406,NU,3,Accepted,2017-04-30,2017-09-02
260587898,XX,1,Refused,,
260587898,XX,2,Refused,,
260587898,XX,3,Refused,,
260588029,GR,1,Accepted,2016-08-15,2016-12-31
260588029,GR,2,Accepted,2017-01-01,2017-04-29
260588029,GR,3,Accepted,2017-04-30,2017-09-02
260588536,AG,1,Accepted,2016-08-28,2016-12-31
260588536,AG,2,Accepted,2017-01-01,2017-04-29
260588588,AR,1,Accepted,2016-08-28,2016-12-31
260588588,AR,2,Accepted,2017-01-01,2017-04-29
260588588,AR,3,Accepted,2017-04-30,2017-09-02
260588660,XX,1,Refused,,
260588660,XX,2,Refused,,
260588660,XX,3,Refused,,
260588795,AG,1,Accepted,2016-08-15,2016-12-31
260588795,AG,2,Accepted,2017-01-01,2017-04-29
260589103,AG,1,Accepted,2016-08-28,2016-12-31
260589103,AG,2,Accepted,2017-01-01,2017-04-29
260589410,AR,1,Accepted,2016-08-28,2016-12-31
260589410,AR,2,Accepted,2017-01-01,2017-04-29
260589410,AR,3,Accepted,2017-04-30,2017-09-02
260590887,AR,1,Accepted,2016-08-15,2016-12-31
260590887,AR,2,Accepted,2017-01-01,2017-04-29
260590887,AR,3,Accepted,2017-04-30,2017-09-02
260591057,AR,1,Accepted,2016-08-15,2016-12-31
260591057,AR,2,Accepted,2017-01-01,2017-04-29
260592300,GR,1,Accepted,2016-11-06,2016-12-31
260592300,GR,2,Accepted,2017-01-01,2017-04-29
260592300,GR,3,Accepted,2017-04-30,2017-09-02
260593248,GR,1,Accepted,2016-08-28,2016-12-31
260593248,GR,2,Accepted,2017-01-01,2017-04-29
260593248,GR,3,Accepted,2017-04-30,2017-09-02
260593321,PO,1,Accepted,2016-08-28,2016-12-31
260593321,PO,2,Accepted,2017-01-01,2017-04-29
260593321,PO,3,Accepted,2017-04-30,2017-09-02
260594390,SC,1,Accepted,2016-08-28,2016-12-31
260595252,AS,1,Accepted,2016-08-28,2016-12-31
260595252,AS,2,Accepted,2017-01-01,2017-04-29
260595252,AS,3,Accepted,2017-04-30,2017-09-02
260599497,XX,1,Refused,,
260599497,XX,2,Refused,,
260599497,XX,3,Refused,,
260600288,GR,1,Accepted,2016-08-28,2016-12-31
260600288,GR,2,Accepted,2017-01-01,2017-04-29
260600288,XX,3,Accepted,2017-04-30,2017-09-02
260600450,AR,1,Accepted,2016-08-28,2016-12-31
260600450,AR,2,Accepted,2017-01-01,2017-04-29
260600450,AR,3,Accepted,2017-04-30,2017-09-02
260600910,GR,1,Accepted,2016-08-28,2016-12-31
260601095,AR,1,Accepted,2016-08-28,2016-12-31
260601095,AR,2,Accepted,2017-01-01,2017-04-29
260601242,AR,1,Accepted,2016-10-02,2016-12-31
260601242,AR,2,Accepted,2017-01-01,2017-04-29
260601818,XX,1,Refused,,
260601818,XX,2,Refused,,
260601818,XX,3,Refused,,
260601821,EN,1,Accepted,2016-08-28,2016-12-31
260601821,EN,2,Accepted,2017-01-01,2017-04-29
260601821,EN,3,Accepted,2017-04-30,2017-09-02
260602312,GR,1,Accepted,2016-08-15,2016-12-31
260602421,GR,1,Accepted,2016-08-28,2016-12-31
260602583,AR,2,Accepted,2017-01-01,2017-04-29
260602583,AR,3,Accepted,2017-04-30,2017-09-02
260602619,AR,1,Accepted,2016-08-28,2016-12-31
260602619,AR,2,Accepted,2017-01-01,2017-04-29
260602619,AR,3,Accepted,2017-04-30,2017-09-02
260602620,AR,1,Accepted,2016-08-28,2016-12-31
260602620,AR,2,Accepted,2017-01-01,2017-04-29
260602627,GR,1,Accepted,2016-08-28,2016-12-31
260602627,GR,2,Accepted,2017-01-01,2017-04-29
260602627,GR,3,Accepted,2017-04-30,2017-09-02
260602676,SC,1,Accepted,2016-08-15,2016-12-31
260602676,SC,2,Accepted,2017-01-01,2017-04-29
260602676,SC,3,Accepted,2017-04-30,2017-09-02
260602893,MG,2,Accepted,2017-01-01,2017-04-29
260602893,MG,3,Accepted,2017-04-30,2017-09-02
260603005,AR,1,Accepted,2016-08-28,2016-12-31
260603005,AR,2,Accepted,2017-01-01,2017-04-29
260603080,XX,1,Refused,,
260603080,XX,2,Refused,,
260603080,XX,3,Refused,,
260603282,SC,1,Accepted,2016-08-28,2016-12-31
260603282,SC,2,Accepted,2017-01-01,2017-04-29
260603282,SC,3,Accepted,2017-04-30,2017-09-02
260603454,LW,1,Accepted,2016-08-28,2016-12-31
260603454,LW,2,Accepted,2017-01-01,2017-04-29
260603454,LW,3,Accepted,2017-04-30,2017-09-02
260603554,GR,1,Accepted,2016-08-28,2016-12-31
260603554,GR,2,Accepted,2017-01-01,2017-04-29
260603738,SC,1,Accepted,2016-08-28,2016-12-31
260603738,SC,2,Accepted,2017-01-01,2017-04-29
260603738,SC,3,Accepted,2017-04-30,2017-09-02
260603791,AR,1,Accepted,2016-08-28,2016-12-31
260603791,AR,2,Accepted,2017-01-01,2017-04-29
260603791,AR,3,Accepted,2017-04-30,2017-09-02
260604050,XX,1,Refused,,
260604050,XX,2,Refused,,
260604050,XX,3,Refused,,
260604281,AG,1,Accepted,2016-08-28,2016-12-31
260604281,AG,2,Accepted,2017-01-01,2017-04-29
260604281,AG,3,Accepted,2017-04-30,2017-09-02
260604334,AG,2,Accepted,2017-01-01,2017-04-29
260604334,AG,3,Accepted,2017-04-30,2017-09-02
260604362,EN,1,Accepted,2016-08-15,2016-12-31
260604362,EN,2,Accepted,2017-01-01,2017-04-29
260604884,XX,1,Refused,,
260604884,XX,2,Refused,,
260604884,XX,3,Refused,,
260604973,LW,1,Accepted,2016-08-15,2016-12-31
260604973,LW,2,Accepted,2017-01-01,2017-04-29
260604982,SC,1,Accepted,2016-08-28,2016-12-31
260604982,SC,2,Accepted,2017-01-01,2017-04-29
260604982,SC,3,Accepted,2017-04-30,2017-09-02
260605083,AG,1,Accepted,2016-08-28,2016-12-31
260605083,AG,2,Accepted,2017-01-01,2017-04-29
260605083,AG,3,Accepted,2017-04-30,2017-09-02
260605161,AR,1,Accepted,2016-08-15,2016-12-31
260605161,AR,2,Accepted,2017-01-01,2017-04-29
260605161,AR,3,Accepted,2017-04-30,2017-09-02
260605174,XX,1,Refused,,
260605174,XX,2,Refused,,
260605174,XX,3,Refused,,
260605184,XX,1,Refused,,
260605184,XX,2,Refused,,
260605184,XX,3,Refused,,
260605190,SC,1,Accepted,2016-08-28,2016-12-31
260605190,SC,2,Accepted,2017-01-01,2017-04-29
260605190,SC,3,Accepted,2017-04-30,2017-09-02
260605275,XX,1,Refused,,
260605275,XX,2,Refused,,
260605275,XX,3,Refused,,
260605341,SC,1,Accepted,2016-08-28,2016-12-31
260605341,SC,2,Accepted,2017-01-01,2017-04-29
260605341,SC,3,Accepted,2017-04-30,2017-09-02
260605345,EN,1,Accepted,2016-08-28,2016-12-31
260605345,EN,2,Accepted,2017-01-01,2017-04-29
260605345,EN,3,Accepted,2017-04-30,2017-09-02
260605347,AG,1,Accepted,2016-08-28,2016-12-31
260605464,EN,1,Accepted,2016-08-28,2016-12-31
260605464,EN,2,Accepted,2017-01-01,2017-04-29
260605464,EN,3,Accepted,2017-04-30,2017-09-02
260605824,XX,1,Refused,,
260605824,XX,2,Refused,,
260605824,XX,3,Refused,,
260605828,AR,1,Accepted,2016-08-28,2016-12-31
260605828,AR,2,Accepted,2017-01-01,2017-04-29
260605828,AR,3,Accepted,2017-04-30,2017-09-02
260605904,AR,1,Accepted,2016-08-28,2016-12-31
260605904,AR,2,Accepted,2017-01-01,2017-04-29
260605904,AR,3,Accepted,2017-04-30,2017-09-02
260606046,MU,1,Accepted,2016-08-28,2016-12-31
260606046,MU,2,Accepted,2017-01-01,2017-04-29
260606046,MU,3,Accepted,2017-04-30,2017-09-02
260606149,AR,1,Accepted,2016-08-28,2016-12-31
260606149,AR,2,Accepted,2017-01-01,2017-04-29
260606327,SC,1,Accepted,2016-08-28,2016-12-31
260606327,SC,2,Accepted,2017-01-01,2017-04-29
260606327,XX,3,Accepted,2017-04-30,2017-09-02
260606386,EN,2,Accepted,2017-01-01,2017-04-29
260606386,EN,3,Accepted,2017-04-30,2017-09-02
260606450,AR,2,Accepted,2017-01-01,2017-04-29
260606511,SC,1,Accepted,2016-08-28,2016-12-31
260606511,SC,2,Accepted,2017-01-01,2017-04-29
260606511,SC,3,Accepted,2017-04-30,2017-09-02
260606533,AR,1,Accepted,2016-08-28,2016-12-31
260606546,EN,2,Accepted,2017-01-01,2017-04-29
260606546,EN,3,Accepted,2017-04-30,2017-09-02
260606551,SC,2,Accepted,2017-01-01,2017-04-29
260606551,SC,3,Accepted,2017-04-30,2017-09-02
260606608,AR,1,Accepted,2016-08-28,2016-12-31
260606673,XX,1,Refused,,
260606673,XX,2,Refused,,
260606673,XX,3,Refused,,
260606722,SC,1,Accepted,2016-08-28,2016-12-31
260606722,SC,2,Accepted,2017-01-01,2017-04-29
260606722,SC,3,Accepted,2017-04-30,2017-09-02
260606742,NU,1,Accepted,2016-08-15,2016-12-31
260606742,NU,2,Accepted,2017-01-01,2017-04-29
260606742,NU,3,Accepted,2017-04-30,2017-09-02
260606764,AR,1,Accepted,2016-08-28,2016-12-31
260606764,AR,2,Accepted,2017-01-01,2017-04-29
260606835,AR,1,Accepted,2016-08-28,2016-12-31
260606848,XX,1,Refused,,
260606848,XX,2,Refused,,
260606848,XX,3,Refused,,
260606883,SC,1,Accepted,2016-08-28,2016-12-31
260606883,SC,2,Accepted,2017-01-01,2017-04-29
260606883,SC,3,Accepted,2017-04-30,2017-09-02
260606984,SC,1,Accepted,2016-11-06,2016-12-31
260606984,SC,2,Accepted,2017-01-01,2017-04-29
260606984,SC,3,Accepted,2017-04-30,2017-09-02
260606997,SC,1,Accepted,2016-08-28,2016-12-31
260606997,SC,2,Accepted,2017-01-01,2017-04-29
260606997,SC,3,Accepted,2017-04-30,2017-09-02
260607130,XX,1,Refused,,
260607130,XX,2,Refused,,
260607130,XX,3,Refused,,
260607172,EN,1,Accepted,2016-08-15,2016-12-31
260607172,EN,2,Accepted,2017-01-01,2017-04-29
260607172,EN,3,Accepted,2017-04-30,2017-09-02
260607271,AR,1,Accepted,2016-08-28,2016-12-31
260607271,AR,2,Accepted,2017-01-01,2017-04-29
260607292,ME,1,Accepted,2016-08-28,2016-12-31
260607292,ME,2,Accepted,2017-01-01,2017-04-29
260607292,ME,3,Accepted,2017-04-30,2017-09-02
260607331,LW,1,Accepted,2016-08-28,2016-12-31
260607331,LW,2,Accepted,2017-01-01,2017-04-29
260607474,GR,1,Accepted,2016-08-28,2016-12-31
260607474,GR,2,Accepted,2017-01-01,2017-04-29
260607514,AR,1,Accepted,2016-08-28,2016-12-31
260607514,AR,2,Accepted,2017-01-01,2017-04-29
260607514,AR,3,Accepted,2017-04-30,2017-09-02
260607572,SC,2,Accepted,2017-01-01,2017-04-29
260607572,SC,3,Accepted,2017-04-30,2017-09-02
260607594,LW,1,Accepted,2016-08-28,2016-12-31
260607594,LW,2,Accepted,2017-01-01,2017-04-29
260607594,LW,3,Accepted,2017-04-30,2017-09-02
260607599,XX,1,Refused,,
260607599,XX,2,Refused,,
260607599,XX,3,Refused,,
260607832,LW,1,Accepted,2016-08-15,2016-12-31
260607832,LW,2,Accepted,2017-01-01,2017-04-29
260607833,LW,1,Accepted,2016-08-28,2016-12-31
260607833,LW,2,Accepted,2017-01-01,2017-04-29
260607945,LW,1,Accepted,2016-08-15,2016-12-31
260607945,LW,2,Accepted,2017-01-01,2017-04-29
260608003,XX,1,Refused,,
260608003,XX,2,Refused,,
260608003,XX,3,Refused,,
260608193,AR,1,Accepted,2016-08-28,2016-12-31
260608193,AR,2,Accepted,2017-01-01,2017-04-29
260608446,SC,1,Accepted,2016-08-28,2016-12-31
260608446,SC,2,Accepted,2017-01-01,2017-04-29
260608446,SC,3,Accepted,2017-04-30,2017-09-02
260608508,ED,1,Accepted,2016-10-02,2016-12-31
260608508,ED,2,Accepted,2017-01-01,2017-04-29
260608508,ED,3,Accepted,2017-04-30,2017-09-02
260608513,SC,2,Accepted,2017-01-01,2017-04-29
260608513,SC,3,Accepted,2017-04-30,2017-09-02
260608569,AR,1,Accepted,2016-11-06,2016-12-31
260608569,AR,2,Accepted,2017-01-01,2017-04-29
260608569,AR,3,Accepted,2017-04-30,2017-09-02
260608596,SC,1,Accepted,2016-08-28,2016-12-31
260608722,ED,1,Accepted,2016-08-28,2016-12-31
260608755,AR,2,Accepted,2017-01-01,2017-04-29
260608755,AR,3,Accepted,2017-04-30,2017-09-02
260608769,EN,1,Accepted,2016-08-28,2016-12-31
260608769,EN,2,Accepted,2017-01-01,2017-04-29
260608769,EN,3,Accepted,2017-04-30,2017-09-02
260608884,XX,1,Refused,,
260608884,XX,2,Refused,,
260608884,XX,3,Refused,,
260608896,AS,1,Accepted,2016-08-28,2016-12-31
260608896,AS,2,Accepted,2017-01-01,2017-04-29
260608896,AS,3,Accepted,2017-04-30,2017-09-02
260608925,AR,1,Accepted,2016-08-15,2016-12-31
260608925,AR,2,Accepted,2017-01-01,2017-04-29
260608925,AR,3,Accepted,2017-04-30,2017-09-02
260608926,AR,1,Accepted,2016-08-28,2016-12-31
260608926,AR,2,Accepted,2017-01-01,2017-04-29
260608926,AR,3,Accepted,2017-04-30,2017-09-02
260609086,XX,1,Refused,,
260609086,XX,2,Refused,,
260609086,XX,3,Refused,,
260609099,AG,1,Accepted,2016-08-28,2016-12-31
260609099,AG,2,Accepted,2017-01-01,2017-04-29
260609099,AG,3,Accepted,2017-04-30,2017-09-02
260609147,GR,1,Accepted,2016-08-28,2016-12-31
260609147,XX,2,Accepted,2017-01-01,2017-04-29
260609335,XX,1,Refused,,
260609335,XX,2,Refused,,
260609335,XX,3,Refused,,
260609362,XX,1,Refused,,
260609362,XX,2,Refused,,
260609362,XX,3,Refused,,
260609518,AR,1,Accepted,2016-08-15,2016-12-31
260609518,AR,2,Accepted,2017-01-01,2017-04-29
260609518,AR,3,Accepted,2017-04-30,2017-09-02
260609538,GR,1,Accepted,2016-08-28,2016-12-31
260609538,GR,2,Accepted,2017-01-01,2017-04-29
260609605,XX,1,Refused,,
260609605,XX,2,Refused,,
260609605,XX,3,Refused,,
260609654,EN,1,Accepted,2016-08-28,2016-12-31
260609654,EN,2,Accepted,2017-01-01,2017-04-29
260609654,EN,3,Accepted,2017-04-30,2017-09-02
260609989,SC,1,Accepted,2016-08-28,2016-12-31
260609989,SC,2,Accepted,2017-01-01,2017-04-29
260609989,SC,3,Accepted,2017-04-30,2017-09-02
260610050,GR,1,Accepted,2016-08-28,2016-12-31
260610050,GR,2,Accepted,2017-01-01,2017-04-29
260610050,GR,3,Accepted,2017-04-30,2017-09-02
260610131,AR,1,Accepted,2016-08-28,2016-12-31
260610131,AR,2,Accepted,2017-01-01,2017-04-29
260610131,AR,3,Accepted,2017-04-30,2017-09-02
260610299,EN,1,Accepted,2016-08-28,2016-12-31
260610299,EN,2,Accepted,2017-01-01,2017-04-29
260610323,SC,1,Accepted,2016-08-15,2016-12-31
260610323,SC,2,Accepted,2017-01-01,2017-04-29
260610323,SC,3,Accepted,2017-04-30,2017-09-02
260610348,AR,1,Accepted,2016-08-28,2016-12-31
260610348,AR,2,Accepted,2017-01-01,2017-04-29
260610348,AR,3,Accepted,2017-04-30,2017-09-02
260610376,XX,1,Refused,,
260610376,XX,2,Refused,,
260610376,XX,3,Refused,,
260610440,GR,1,Accepted,2016-10-02,2016-12-31
260610440,XX,2,Accepted,2017-01-01,2017-04-29
260610440,XX,3,Accepted,2017-04-30,2017-09-02
260610552,SC,1,Accepted,2016-08-28,2016-12-31
260610552,SC,2,Accepted,2017-01-01,2017-04-29
260610552,SC,3,Accepted,2017-04-30,2017-09-02
260610561,MG,1,Accepted,2016-08-15,2016-12-31
260610561,MG,2,Accepted,2017-01-01,2017-04-29
260610561,MG,3,Accepted,2017-04-30,2017-09-02
260610572,GR,1,Accepted,2016-08-28,2016-12-31
260610572,GR,2,Accepted,2017-01-01,2017-04-29
260610723,ED,1,Accepted,2016-08-15,2016-12-31
260610723,ED,2,Accepted,2017-01-01,2017-04-29
260610723,ED,3,Accepted,2017-04-30,2017-09-02
260611016,SC,1,Accepted,2016-08-15,2016-12-31
260611016,SC,2,Accepted,2017-01-01,2017-04-29
260611016,SC,3,Accepted,2017-04-30,2017-09-02
260611086,AG,1,Accepted,2016-10-02,2016-12-31
260611086,AG,2,Accepted,2017-01-01,2017-04-29
260611086,AG,3,Accepted,2017-04-30,2017-09-02
260611196,GR,1,Accepted,2016-08-28,2016-12-31
260611261,XX,1,Refused,,
260611261,XX,2,Refused,,
260611261,XX,3,Refused,,
260611266,AR,1,Accepted,2016-08-28,2016-12-31
260611266,AR,2,Accepted,2017-01-01,2017-04-29
260611266,AR,3,Accepted,2017-04-30,2017-09-02
260611301,AR,1,Accepted,2016-08-28,2016-12-31
260611301,AR,2,Accepted,2017-01-01,2017-04-29
260611301,AR,3,Accepted,2017-04-30,2017-09-02
260611352,AG,1,Accepted,2016-08-28,2016-12-31
260611352,AG,2,Accepted,2017-01-01,2017-04-29
260611352,AG,3,Accepted,2017-04-30,2017-09-02
260611495,SC,1,Accepted,2016-08-28,2016-12-31
260611495,SC,2,Accepted,2017-01-01,2017-04-29
260611495,SC,3,Accepted,2017-04-30,2017-09-02
260611581,SC,1,Accepted,2016-08-28,2016-12-31
260611581,SC,2,Accepted,2017-01-01,2017-04-29
260611581,SC,3,Accepted,2017-04-30,2017-09-02
260611601,EN,1,Accepted,2016-08-28,2016-12-31
260611601,EN,2,Accepted,2017-01-01,2017-04-29
260611774,AG,1,Accepted,2016-11-06,2016-12-31
260611774,AG,2,Accepted,2017-01-01,2017-04-29
260611774,AG,3,Accepted,2017-04-30,2017-09-02
260611801,XX,1,Refused,,
260611801,XX,2,Refused,,
260611801,XX,3,Refused,,
260611822,AR,1,Accepted,2016-08-28,2016-12-31
260611822,AR,2,Accepted,2017-01-01,2017-04-29
260611837,AG,1,Accepted,2016-08-28,2016-12-31
260611943,AR,1,Accepted,2016-08-28,2016-12-31
260611943,AR,2,Accepted,2017-01-01,2017-04-29
260611943,AR,3,Accepted,2017-04-30,2017-09-02
260611948,SC,1,Accepted,2016-08-28,2016-12-31
260611948,SC,2,Accepted,2017-01-01,2017-04-29
260611948,SC,3,Accepted,2017-04-30,2017-09-02
260611986,NU,2,Accepted,2017-01-01,2017-04-29
260611986,NU,3,Accepted,2017-04-30,2017-09-02
260612000,SC,1,Accepted,2016-08-28,2016-12-31
260612000,SC,2,Accepted,2017-01-01,2017-04-29
260612000,SC,3,Accepted,2017-04-30,2017-09-02
260612108,AR,1,Accepted,2016-08-15,2016-12-31
260612108,AR,2,Accepted,2017-01-01,2017-04-29
260612120,SC,1,Accepted,2016-08-28,2016-12-31
260612120,SC,2,Accepted,2017-01-01,2017-04-29
260612120,SC,3,Accepted,2017-04-30,2017-09-02
260612225,AR,1,Accepted,2016-08-28,2016-12-31
260612225,AR,2,Accepted,2017-01-01,2017-04-29
260612225,AR,3,Accepted,2017-04-30,2017-09-02
260612279,AR,1,Accepted,2016-08-28,2016-12-31
260612279,AR,2,Accepted,2017-01-01,2017-04-29
260612279,AR,3,Accepted,2017-04-30,2017-09-02
260612281,XX,1,Refused,,
260612281,XX,2,Refused,,
260612281,XX,3,Refused,,
260612316,AG,1,Accepted,2016-08-28,2016-12-31
260612455,SC,1,Accepted,2016-08-28,2016-12-31
260612455,SC,2,Accepted,2017-01-01,2017-04-29
260612455,SC,3,Accepted,2017-04-30,2017-09-02
260612457,SC,1,Accepted,2016-08-28,2016-12-31
260612457,SC,2,Accepted,2017-01-01,2017-04-29
260612682,AR,1,Accepted,2016-08-15,2016-12-31
260612682,AR,2,Accepted,2017-01-01,2017-04-29
260612708,SC,1,Accepted,2016-08-28,2016-12-31
260612708,SC,2,Accepted,2017-01-01,2017-04-29
260612708,SC,3,Accepted,2017-04-30,2017-09-02
260612744,AR,1,Accepted,2016-11-06,2016-12-31
260612744,AR,2,Accepted,2017-01-01,2017-04-29
260612748,SC,1,Accepted,2016-10-02,2016-12-31
260612748,SC,2,Accepted,2017-01-01,2017-04-29
260612748,SC,3,Accepted,2017-04-30,2017-09-02
260612867,AR,1,Accepted,2016-08-28,2016-12-31
260612867,AR,2,Accepted,2017-01-01,2017-04-29
260612867,AR,3,Accepted,2017-04-30,2017-09-02
260612870,AG,1,Accepted,2016-08-28,2016-12-31
260612870,AG,2,Accepted,2017-01-01,2017-04-29
260612870,AG,3,Accepted,2017-04-30,2017-09-02
260612873,SC,2,Accepted,2017-01-01,2017-04-29
260612873,SC,3,Accepted,2017-04-30,2017-09-02
260612884,SC,1,Accepted,2016-08-28,2016-12-31
260612884,SC,2,Accepted,2017-01-01,2017-04-29
260612884,SC,3,Accepted,2017-04-30,2017-09-02
260612885,AR,1,Accepted,2016-08-28,2016-12-31
260612885,AR,2,Accepted,2017-01-01,2017-04-29
260612885,AR,3,Accepted,2017-04-30,2017-09-02
260612922,XX,1,Refused,,
260612922,XX,2,Refused,,
260612922,XX,3,Refused,,
260612927,XX,1,Refused,,
260612927,XX,2,Refused,,
